Geneid	HCO118C	HCO118OE	HCO80C	HCO80OE	HCO83C	HCO83OE	HCO88C	HCO88OE	HCO89C	HCO89OE
AC012362.1	0	0	0	0	0	0	0	0	0	0
AC019185.1	0	0	0	0	0	0	0	0	0	0
AC019185.2	0	0	0	0	0	0	0	0	0	0
AC019185.3	0	0	0	0	0	0	0	0	0	0
RNA5SP117	0	0	0	0	0	0	0	0	0	0
HSPA8P6	0	0	0	0	0	0	0	0	0	0
CRYGFP	0	0	0	0	0	0	0	0	0	0
MEAF6P1	0	0	0	0	0	0	0	0	0	0
PKP4P1	0	0	0	0	0	0	0	0	0	0
MAP2	0	4	1	0	4	8	3	3	3	0
RNA5SP118	0	0	0	0	0	0	0	0	0	0
UNC80	0	0	0	0	0	1	0	0	0	0
SNAI1P1	0	0	0	0	0	0	0	0	0	0
RPE	486	476	520	549	717	797	412	384	428	388
KANSL1L	25	24	26	24	56	52	72	54	53	69
AC007038.2	1	0	0	0	1	0	3	4	4	1
AC007038.1	0	0	0	0	0	0	1	2	0	1
AC006994.1	0	0	0	0	0	0	0	0	0	1
AC006994.2	0	0	0	0	0	0	0	0	0	0
ACADL	0	0	0	0	0	0	0	1	0	0
MYL1	0	0	0	0	0	0	0	0	0	0
LANCL1-AS1	1	0	0	0	0	0	0	1	1	1
LANCL1	248	336	367	498	472	565	605	484	387	469
CPS1	0	168	7	254	13	567	7	30	4	266
CPS1-IT1	0	0	0	0	0	0	0	0	0	0
AC012491.1	0	0	0	0	0	0	0	0	0	0
AC013404.1	0	0	0	0	0	0	0	0	0	0
ERBB4	0	0	0	0	0	0	0	0	0	4
RNA5SP119	0	0	0	0	0	0	0	0	0	0
MTND2P23	0	0	0	0	0	0	0	0	0	0
MTCO1P46	0	0	0	0	0	0	0	0	0	0
MIR548F2	0	0	0	0	0	0	0	0	0	0
AC093865.1	0	0	0	0	0	0	0	0	0	0
LINC01878	0	0	0	0	0	0	0	0	0	0
PCED1CP	0	0	0	0	0	0	0	0	0	0
AC108066.1	0	0	0	0	0	0	0	0	0	0
MIR4776-2	0	0	0	0	0	0	0	0	0	0
MIR4776-1	0	0	0	0	0	0	0	0	0	0
IKZF2	104	59	76	67	73	32	97	81	57	27
AC079610.2	0	0	0	0	3	0	0	0	1	1
LINC01953	0	0	0	0	0	0	0	0	0	0
AC079610.3	0	0	0	0	0	0	0	0	0	0
AC079610.1	0	0	0	0	0	0	0	0	0	0
SPAG16	153	164	177	192	238	175	245	245	162	212
MIR4438	0	0	0	0	0	0	0	0	0	0
AC068051.1	0	0	0	0	0	0	0	0	0	0
RPL5P8	0	0	0	0	0	0	0	0	0	0
VWC2L	0	0	0	0	0	0	0	0	0	0
VWC2L-IT1	0	0	0	0	0	0	0	0	0	0
ENSAP3	0	2	0	0	0	0	0	0	0	0
BARD1	101	96	124	161	96	75	109	122	68	90
AC016708.1	0	0	0	0	1	0	0	0	0	1
SNORA70I	0	0	0	0	0	0	0	0	0	0
RPL10P6	0	0	5	1	7	7	0	2	1	0
ABCA12	8	1	4	0	1	4	1	2	0	0
AC072062.1	0	0	0	0	0	0	0	0	0	0
AC073284.1	0	0	0	0	0	0	0	0	0	0
ATIC	785	849	805	773	294	503	312	256	441	367
FN1	20	13	0	0	1	1	1	2	0	2
AC012462.3	0	0	0	0	0	0	0	0	0	0
AC012462.1	0	0	0	0	0	0	0	0	0	0
AC012462.2	0	0	0	0	0	0	0	0	0	0
AC012668.2	0	0	0	0	0	0	0	0	0	0
AC012668.3	0	0	0	0	0	0	0	0	0	0
AC012668.1	0	0	0	0	0	0	0	0	0	0
LINC00607	0	0	0	0	0	0	0	0	0	0
LINC01614	0	0	0	0	0	0	0	0	0	0
AC093850.1	0	0	0	0	0	0	0	0	0	0
AC122136.1	0	0	0	0	0	0	0	0	0	0
AC093382.1	0	0	0	0	1	2	0	2	0	0
MREG	204	265	180	192	261	338	130	161	212	297
PECR	150	303	261	297	190	268	365	308	233	396
TMEM169	1	1	0	1	2	3	4	3	0	0
XRCC5	4210	3886	4445	3792	6587	5173	3724	3921	3748	4403
POLHP1	0	0	0	0	0	1	0	0	0	0
AC012513.2	0	0	0	0	0	1	0	1	0	0
AC012513.3	2	4	1	3	6	3	9	4	7	1
LINC01963	13	14	9	3	1	5	12	7	7	17
MARCH4	2	7	0	0	1	1	0	1	0	0
AC012513.1	0	0	0	0	0	0	0	0	0	0
AC069155.1	0	0	0	0	0	0	0	0	0	0
AC098820.2	0	0	0	0	0	0	0	0	0	0
SMARCAL1	216	211	197	204	125	130	181	134	205	172
AC098820.1	0	2	0	0	1	0	0	8	0	3
AC098820.3	0	0	0	0	0	1	0	0	0	0
RPL37A	7400	8394	9506	9214	7423	7182	12500	12774	9591	10070
LINC01280	0	0	1	0	0	0	0	0	0	0
AC073321.1	0	0	0	0	0	0	0	0	0	0
PSMB3P2	0	0	0	0	0	0	0	0	0	0
IGFBP2	4669	5184	11654	12397	8320	5473	9704	11757	11751	11379
IGFBP5	0	0	0	0	0	0	0	0	0	0
AC007563.2	0	0	0	0	0	0	0	0	0	0
AC007563.3	0	0	0	0	0	0	0	0	0	0
RNA5SP120	0	0	0	0	0	0	0	0	0	0
AC007563.1	0	0	0	0	0	0	0	0	0	0
FABP5P14	0	0	0	0	0	0	0	0	0	0
AC007557.2	0	0	0	0	0	0	0	0	0	0
TNP1	0	0	0	0	0	0	0	0	0	0
AC007557.4	0	0	0	0	0	0	0	0	0	0
AC007557.1	0	0	0	0	0	0	0	0	0	0
AC007557.3	0	0	0	0	0	0	0	0	0	0
LINC01921	0	0	0	0	0	0	0	0	0	0
AC007749.1	0	0	0	0	0	0	0	0	0	0
RN7SKP43	0	0	0	0	0	0	0	0	0	0
DIRC3-AS1	0	0	0	0	0	0	0	0	0	0
RF01983	0	0	0	0	0	0	0	0	0	0
DIRC3	0	0	0	0	0	0	0	0	0	0
AC010886.1	0	0	0	0	0	0	0	0	0	0
RPL7L1P9	0	0	0	0	0	0	0	0	0	0
TNS1	0	0	0	0	0	4	1	9	0	2
MIR6809	0	0	0	0	0	0	0	0	0	0
AC010136.1	0	0	0	0	0	0	0	0	0	0
RUFY4	2	0	1	0	0	3	0	0	1	0
CXCR2P1	0	0	0	1	0	0	0	0	0	0
CXCR2	0	0	0	0	0	0	0	0	0	0
CXCR1	0	0	0	0	0	0	0	0	0	0
HMGB1P9	0	0	0	0	0	0	0	0	0	0
ARPC2	8880	9216	9553	9231	16319	14413	9625	10375	12106	13498
AC021016.2	15	9	8	22	19	30	32	45	18	24
GPBAR1	5	2	0	1	0	7	2	0	1	2
AAMP	2082	1996	2291	1887	1207	1074	1405	1295	1271	1008
PNKD	3275	3200	2184	2261	809	958	2991	2748	2498	2562
TMBIM1	22636	19810	20608	16263	15164	11264	17819	15144	11053	8603
MIR6513	0	0	0	0	0	0	0	0	0	0
CATIP-AS2	0	0	0	0	0	2	1	2	2	2
MIR6810	0	0	0	0	2	0	0	0	0	2
AC021016.1	0	0	0	0	0	0	0	0	0	0
CATIP	0	0	0	0	0	1	0	0	0	0
CATIP-AS1	0	0	0	0	0	0	0	0	0	0
SLC11A1	21	12	9	20	16	17	14	13	25	42
CTDSP1	2306	2298	2221	2149	1655	1676	1924	1812	1705	1864
AC021016.3	0	0	0	1	0	0	0	2	1	0
MIR26B	0	0	0	0	1	1	1	0	0	2
VIL1	12482	15849	14338	15935	4970	8190	10092	9655	13604	15692
USP37	186	120	147	148	144	113	164	136	122	139
RN7SKP38	0	0	0	0	0	0	0	0	0	0
CNOT9	693	699	679	704	687	588	536	504	547	611
RNU6-136P	0	0	0	0	0	0	0	0	0	1
PLCD4	12	18	9	14	10	8	7	12	6	8
AC012510.1	0	0	0	0	0	0	0	0	0	0
ZNF142	139	181	148	147	102	90	82	56	55	40
BCS1L	97	122	92	97	58	104	66	68	62	43
RNF25	104	118	103	102	177	146	121	133	141	97
STK36	18	39	21	25	86	75	109	111	85	75
TTLL4	500	479	504	516	230	217	264	241	191	169
CYP27A1	169	1410	187	767	156	1071	260	702	175	1364
AC009974.1	0	0	0	1	0	1	0	3	0	5
PRKAG3	0	0	0	0	0	0	0	0	0	0
MIR9500	0	0	0	0	0	0	0	0	0	0
RPL23AP31	0	0	0	0	0	0	0	0	0	0
WNT6	0	0	0	0	0	0	0	0	0	0
WNT10A	2	6	2	5	0	0	4	1	0	0
LINC01494	0	0	0	0	0	0	0	0	0	0
RNU6-642P	0	0	0	0	0	0	0	0	0	0
AC097468.2	0	0	0	0	0	0	0	0	0	0
KRT8P30	0	0	0	0	0	0	0	0	0	0
CDK5R2	8	9	0	0	0	2	0	1	0	0
LINC00608	0	0	0	0	0	0	0	0	0	0
FEV	27	19	4	1	2	3	0	0	0	0
CRYBA2	3	3	0	1	0	3	0	1	0	0
MIR375	0	0	0	0	0	0	0	0	0	0
AC097468.1	2	7	1	3	5	1	8	5	4	16
CFAP65	53	37	41	24	32	16	111	81	63	74
IHH	9240	7789	8537	8453	2627	1793	2819	2866	2961	2723
MIR3131	29	24	46	27	42	9	46	45	21	23
AC097468.3	23	42	18	14	12	6	54	36	19	26
NHEJ1	4	1	0	8	6	7	2	3	2	4
AC068946.1	0	0	2	2	4	3	2	0	0	0
RN7SL764P	0	0	0	0	0	0	0	0	0	0
SLC23A3	0	6	2	2	12	37	8	6	6	14
CNPPD1	1334	1636	1273	1482	1230	1161	1691	1512	1275	1383
RETREG2	2098	2052	2065	1965	1412	1390	2270	1960	1849	1725
ZFAND2B	631	601	815	605	947	906	784	761	792	975
ABCB6	41	29	43	42	25	6	35	29	23	32
AC068946.2	0	0	0	0	0	1	0	1	1	2
ATG9A	1371	1178	1141	1124	511	559	787	648	653	605
ANKZF1	963	707	646	697	577	545	1121	1027	668	716
GLB1L	20	27	15	24	23	52	32	29	11	21
STK16	823	773	819	858	589	489	684	549	712	743
TUBA4A	3011	2766	3006	2740	1904	1734	1126	1148	1519	1207
TUBA4B	1	0	2	1	1	1	0	1	2	0
DNAJB2	1239	1157	1090	905	1120	961	1011	935	1072	747
PTPRN	4	6	5	0	2	1	4	5	6	3
MIR153-1	0	0	0	0	0	0	0	0	0	0
AC114803.1	0	0	0	0	0	0	0	0	0	0
RESP18	0	0	0	0	0	0	0	0	0	0
AC053503.3	0	0	0	0	0	0	0	0	0	0
DNPEP	926	1336	1096	1272	843	1185	856	841	817	1241
AC053503.2	0	2	0	3	1	3	0	2	1	4
DES	0	15	5	2	0	2	0	0	0	2
AC053503.4	0	0	0	0	0	0	0	0	0	0
AC053503.6	0	0	0	0	0	0	0	0	0	0
SPEG	5	2	9	4	1	1	6	0	7	3
AC053503.1	0	0	0	0	0	0	0	0	0	1
AC053503.5	0	1	0	1	0	1	0	1	3	0
GMPPA	1686	1322	1263	1322	450	486	807	708	777	902
ASIC4	0	0	1	0	0	0	2	5	3	4
CHPF	8005	7911	8244	8548	4661	5462	2664	3387	5242	5417
TMEM198	41	89	54	72	25	68	11	18	56	90
AC009955.3	0	0	0	0	0	0	0	0	0	1
MIR3132	0	0	0	0	0	0	0	0	0	0
OBSL1	219	138	69	90	79	63	80	109	181	97
AC009955.4	0	0	0	0	0	0	0	0	0	0
INHA	2	2	0	2	0	0	2	1	4	2
RN7SKP213	0	0	0	0	0	0	1	0	0	0
STK11IP	378	432	336	393	325	297	351	316	366	308
AC009955.1	0	0	0	0	0	0	0	0	0	0
SLC4A3	22	13	16	14	53	39	20	14	5	8
AC009955.2	0	0	0	0	0	1	0	0	0	0
AC009502.2	0	0	0	0	0	0	0	0	0	0
AC009502.1	1	0	2	0	3	0	0	1	4	1
RPL23P4	0	0	0	0	0	0	0	0	0	0
LINC01803	0	0	0	0	0	0	0	0	0	0
MIR4268	0	0	0	0	0	0	0	0	0	0
AC009310.1	0	0	0	0	0	0	0	0	0	0
AC019211.1	0	0	0	0	0	0	0	0	0	0
AC093083.1	0	0	0	0	0	0	0	0	0	0
AC067956.1	0	0	0	0	0	0	0	0	0	0
AC093843.1	0	0	0	0	0	0	0	0	0	0
AC011233.1	0	0	0	0	0	0	0	0	0	0
EPHA4	58	41	28	26	70	47	79	103	37	26
TMEM256P2	0	0	0	0	0	0	1	0	0	0
AC079834.2	1	2	1	0	3	0	0	0	1	0
AC079834.1	0	0	0	0	0	0	0	0	0	0
AC068489.1	0	0	0	0	0	0	0	0	0	0
AC009302.1	0	0	0	0	2	0	1	0	1	0
HSPA9P1	0	2	2	0	0	2	1	0	1	0
RPL23AP28	0	0	0	0	0	0	0	0	0	0
PAX3	0	0	0	0	0	2	0	0	0	0
CCDC140	0	0	0	0	0	0	0	0	0	0
AC010980.2	0	0	0	0	0	0	0	0	0	0
AC010980.1	0	0	0	0	3	1	0	0	1	1
SGPP2	2961	2342	2973	2379	1352	835	2236	1772	1641	1003
NANOGP2	0	0	1	0	4	0	0	0	1	0
RNU6-619P	0	0	0	0	1	0	0	0	0	0
GAPDHP49	0	0	0	0	1	0	1	1	0	0
AC097461.1	5	0	0	2	1	4	4	2	2	7
FARSB	875	1002	984	1014	263	287	355	354	381	343
MOGAT1	0	0	0	1	0	4	0	0	0	8
AC104772.2	0	0	0	0	0	0	0	0	0	0
AC104772.1	0	0	0	0	0	0	0	0	0	0
AC016712.1	0	0	0	0	0	0	0	0	0	0
ACSL3	3605	4008	3729	3889	1886	2184	2298	2198	3012	3167
ATG12P2	0	0	0	0	0	0	0	0	0	0
AC013476.1	0	1	0	0	0	2	0	1	1	2
AC013476.2	0	0	0	0	0	0	0	0	0	0
KCNE4	8	4	2	1	3	1	1	0	0	5
RN7SL807P	0	0	0	0	0	0	0	0	0	0
HIGD1AP4	0	0	0	0	0	0	0	0	0	0
AC013448.1	0	0	0	0	0	0	1	0	0	0
AC013448.2	0	0	1	0	1	0	0	0	0	0
SCG2	56	48	10	7	90	87	3	7	3	12
AC012512.1	0	0	0	0	1	2	0	1	2	0
AP1S3	429	436	364	289	374	338	382	370	384	318
WDFY1	2610	2519	3192	3056	2148	1874	2715	2367	2144	2134
MRPL44	806	895	849	931	423	426	506	455	493	546
AC073641.1	0	0	0	0	2	1	0	0	0	0
SERPINE2	5808	6712	3837	4009	1484	3177	3355	3108	2675	4038
AC019109.1	0	10	0	0	8	11	4	14	5	7
AC008072.1	0	0	0	0	0	0	0	0	0	0
FAM124B	0	1	0	1	0	0	0	0	0	0
AC073052.2	0	0	0	0	0	0	0	0	0	0
CUL3	1838	2031	1869	1690	1329	1110	1481	1485	1535	1510
AC073052.1	1	0	0	0	3	5	4	6	2	7
CCDC195	0	0	0	0	0	0	0	0	0	0
DOCK10	10	2	1	3	5	5	3	9	2	0
MIR4439	0	0	0	0	0	0	0	0	0	0
NYAP2	0	0	0	0	0	0	0	1	0	1
AC016717.1	0	0	0	0	0	0	0	0	0	0
AC016717.2	0	0	0	0	0	0	0	0	0	0
AC016717.3	0	0	0	0	0	0	0	0	0	0
AC068138.1	0	0	0	0	0	0	0	0	0	0
AC062015.1	0	0	0	0	0	0	0	0	0	0
MIR5702	0	0	0	0	0	0	0	0	0	0
IRS1	3502	2691	414	366	456	605	796	661	374	366
AC010735.2	2	0	0	0	0	0	0	1	0	0
AC010735.1	0	0	0	0	0	0	0	0	0	0
RHBDD1	861	1001	807	760	189	268	438	351	336	358
COL4A4	0	0	2	1	1	3	1	2	1	4
COL4A3	0	0	0	0	1	6	0	0	0	2
AC097662.1	0	1	3	2	1	9	5	9	2	1
MFF	769	680	791	602	750	665	1213	1031	816	1049
TM4SF20	424	1918	2002	4038	3468	9056	1965	4297	2993	8979
SCYGR1	0	0	0	0	0	0	0	0	0	0
MIR5703	0	0	0	0	0	0	0	0	0	0
AGFG1	2080	2066	2203	1981	1724	1476	2648	2562	1706	2676
AC064853.2	0	0	0	0	0	0	0	0	0	0
SCYGR2	0	0	0	0	0	0	0	0	0	0
SCYGR10	0	0	0	0	0	0	0	0	0	0
C2orf83	0	0	0	0	0	0	0	0	0	7
SCYGR3	0	0	0	0	0	0	0	0	0	0
AC064853.1	0	0	0	0	0	0	0	0	0	0
SCYGR4	0	0	0	0	0	0	0	0	0	0
SCYGR5	0	0	0	0	0	0	0	0	0	0
SLC19A3	70	36	87	71	66	118	58	35	15	32
SCYGR6	0	0	0	0	0	0	0	0	0	0
SCYGR7	0	0	0	0	0	0	0	0	0	0
SCYGR8	0	0	0	0	0	0	0	0	0	0
RNA5SP121	0	0	0	0	0	0	0	0	0	0
SNRPGP8	0	0	0	0	0	0	0	0	0	0
AC073065.1	0	0	0	0	0	0	0	0	0	0
CCL20	437	390	1462	604	4006	2387	1256	1315	1484	1582
TDGF1P2	0	0	0	0	0	0	0	0	0	0
DAW1	0	0	0	1	1	0	3	2	0	4
SPHKAP	0	0	0	0	0	0	0	0	0	0
RNU6-624P	0	0	0	0	0	0	0	0	0	0
AC074019.1	0	0	0	0	0	0	0	0	0	0
LINC01807	0	0	0	0	0	0	0	0	0	0
AC012070.1	0	0	0	0	0	0	0	0	0	0
RPL7L1P10	0	0	0	0	0	0	0	0	0	0
PID1	80	80	31	17	69	80	83	57	21	24
AC007677.1	0	0	0	0	0	0	0	0	0	0
RN7SKP283	0	0	0	0	0	0	0	0	0	0
DNER	0	0	0	0	0	0	0	0	0	3
RNU7-9P	0	0	0	0	0	0	0	0	0	0
AC007559.1	0	0	0	0	0	0	0	0	0	0
TRIP12	3882	3639	3999	3526	3107	2903	3605	3042	3391	3543
RNU6-613P	0	0	0	0	1	0	0	0	0	0
FBXO36	91	97	127	135	107	85	89	127	85	163
RNU6-964P	0	0	0	0	0	0	0	0	0	0
FBXO36-IT1	0	0	0	0	0	0	0	0	0	0
RNU6-1027P	0	0	0	0	0	0	0	0	0	0
SLC16A14	0	5	9	22	11	11	4	2	8	5
RNY4P19	0	0	0	0	0	0	0	0	0	0
AC009950.1	2	0	2	0	3	2	1	2	1	3
AC009950.2	0	0	0	0	0	0	0	0	0	0
SP110	64	95	56	57	134	108	89	95	60	90
SP140	0	0	0	2	2	0	0	0	0	3
SP140L	127	187	142	116	274	260	210	230	178	200
AC009949.1	0	0	0	0	0	2	0	1	0	0
SP100	690	820	667	616	1049	1064	1291	1099	837	1086
RN7SL834P	0	0	0	0	5	1	4	0	0	4
HMGB1P3	0	0	0	0	0	0	0	2	0	0
AC010149.1	0	0	1	0	3	0	0	0	0	0
TPM3P8	2	0	3	0	1	3	0	0	2	0
AC010149.2	0	0	0	0	2	0	0	0	0	1
RNU6-451P	0	0	0	0	0	0	0	0	0	0
LINC01907	2	4	2	2	2	1	1	1	1	1
CAB39	3519	3743	3956	3587	4750	4654	4130	4208	4012	5078
BANF1P3	0	1	1	3	4	0	4	0	0	2
RNU6-268P	0	0	0	0	2	0	0	0	0	0
AC012507.3	0	0	0	0	0	0	0	0	0	0
ITM2C	28821	24625	26067	21307	21616	15880	20981	18455	26228	18126
AC012507.2	0	0	1	0	0	0	0	0	1	0
GPR55	0	0	2	0	1	0	10	3	15	15
AC012507.1	0	0	0	0	0	0	0	0	0	0
AC012507.4	0	0	0	0	0	0	0	0	0	0
COX20P2	0	0	0	0	0	0	0	0	1	0
SPATA3-AS1	3	1	1	0	0	1	0	0	0	0
SPATA3	0	0	0	0	0	0	0	0	0	0
C2orf72	781	1016	983	1163	856	1136	1058	1068	1167	1177
AC009407.1	5	25	9	24	5	9	25	28	23	34
PSMD1	1795	2485	2838	2891	2818	3246	1199	1333	1720	2084
HTR2B	0	0	1	0	4	9	0	0	0	1
RNU1-93P	2	0	0	0	0	0	0	0	0	0
ARMC9	63	68	63	85	16	21	57	43	41	18
AC018738.1	0	2	3	1	0	0	0	0	0	0
MIR4777	0	0	0	0	0	0	0	0	0	0
AC017104.1	2	0	0	0	0	0	3	3	0	0
B3GNT7	964	906	682	422	169	78	369	296	37	13
ZBTB8OSP2	0	0	0	9	16	10	0	0	0	0
AC017104.2	0	0	0	0	0	0	0	0	0	0
AC017104.3	0	0	2	0	0	0	0	0	0	1
NCL	4098	4298	3239	3098	1589	2266	2636	2430	2936	2804
SNORA75	0	0	0	0	0	0	0	0	0	1
SNORD20	0	0	0	0	1	0	0	0	0	2
SNORD82	0	0	0	0	0	0	0	0	0	0
AC017104.4	0	1	0	0	0	0	1	0	1	1
AC017104.5	0	0	1	1	0	0	1	0	2	6
RNU2-22P	0	0	0	0	0	0	2	0	0	0
LINC00471	0	3	2	3	0	2	6	4	6	11
NMUR1	0	3	1	0	0	0	0	0	0	0
AC104634.1	0	0	0	0	0	0	0	0	0	0
RPL23AP26	0	0	0	0	0	0	0	0	0	0
TEX44	0	0	0	0	0	0	0	0	0	0
RN7SL499P	0	0	0	0	0	0	2	0	0	0
PTMA	14221	13493	19360	18803	7812	6443	8800	7761	9139	7886
MIR1244-1	0	0	0	0	0	0	0	0	0	0
PDE6D	181	160	154	185	358	295	252	290	180	228
AC073476.4	0	0	0	0	2	0	0	0	0	0
COPS7B	203	256	189	193	164	127	203	167	192	140
AC073476.1	0	0	0	0	2	1	2	0	0	0
AC073476.3	1	0	0	0	0	0	0	1	0	0
AC073476.2	0	0	0	0	0	0	0	0	0	0
MIR1471	0	0	0	0	0	0	0	0	0	0
NPPC	0	2	1	0	0	0	0	0	0	0
DIS3L2	136	178	194	180	117	124	91	106	71	89
AC019130.1	0	0	0	0	0	0	0	0	0	0
MIR562	0	0	0	0	0	0	0	0	0	0
AC068134.3	1	2	0	0	0	0	0	0	0	1
ECEL1P3	0	0	0	0	0	0	0	0	0	0
AC068134.4	0	0	0	0	0	0	0	0	0	0
ALPP	6	7	10	7	4	0	0	3	0	0
AC068134.1	0	0	0	0	0	0	0	0	0	0
ECEL1P2	17	8	2	0	3	0	1	0	0	0
ALPG	131	89	218	131	23	16	12	7	53	14
ECEL1P1	8	6	8	0	19	8	2	3	1	0
AC068134.2	2	3	1	1	2	2	0	2	0	0
DIS3L2P1	0	0	0	0	0	0	0	0	0	0
ALPI	547	1231	298	554	93	374	290	633	88	351
ECEL1	0	1	1	0	0	5	2	0	0	0
PRSS56	0	0	0	0	0	0	0	0	0	0
CHRND	0	0	0	0	0	0	0	0	0	0
CHRNG	0	0	0	0	0	0	2	1	2	2
TIGD1	17	5	10	4	8	7	19	11	20	12
EIF4E2	1719	1726	1881	1877	900	811	1102	1101	1107	1372
MIR5001	0	0	0	0	0	0	0	0	0	0
AC073254.1	11	15	14	13	3	7	8	8	8	12
EFHD1	19	37	24	34	0	6	20	44	8	18
RN7SL359P	0	0	0	0	0	0	0	0	0	0
GIGYF2	1393	1420	1324	1259	639	662	811	698	790	813
EEF1B2P7	0	0	0	0	0	0	1	0	0	0
AC064852.1	0	0	0	0	0	0	0	0	0	0
KCNJ13	0	0	0	1	3	23	1	0	1	0
RNU6-107P	0	0	0	0	0	0	0	2	0	0
SNORC	338	435	386	442	251	335	298	410	550	658
NGEF	960	1132	990	1008	412	622	1061	1066	681	807
AC106876.1	28	19	38	32	95	86	52	70	75	99
NEU2	0	1	0	0	0	0	0	0	0	0
INPP5D	352	135	792	727	187	137	316	219	409	154
RN7SL32P	0	0	0	0	0	0	0	0	0	0
ATG16L1	1825	2208	1630	1905	1014	1273	1125	1054	1060	1073
SCARNA5	0	0	0	0	3	3	0	0	1	0
SCARNA6	0	0	0	0	2	2	2	0	2	0
SAG	0	1	0	0	2	0	1	2	1	2
AC013726.1	0	2	0	1	1	4	4	0	1	9
DGKD	1462	1879	983	1101	663	1070	1059	941	890	915
USP40	357	562	271	362	250	375	461	358	485	443
AC019072.1	0	0	2	0	1	0	0	2	0	0
UGT1A12P	0	1	0	0	1	0	0	2	0	0
UGT1A11P	0	0	0	0	0	0	0	0	0	0
UGT1A8	218	320	274	321	178	239	232	193	377	469
UGT1A10	1515	1662	2020	1916	512	560	1052	979	1550	1544
UGT1A13P	6	0	0	2	17	8	2	4	0	2
UGT1A9	1	2	1	2	9	8	4	3	12	10
UGT1A7	4	3	4	4	14	8	11	8	5	17
UGT1A6	373	504	402	578	137	226	414	362	521	965
AC114812.2	0	2	0	1	6	0	2	0	0	1
UGT1A5	1	4	1	5	5	12	0	2	0	3
UGT1A4	0	0	0	0	8	7	0	0	1	1
RPL17P11	0	0	0	0	1	3	2	0	1	0
UGT1A3	5	4	0	2	4	17	0	1	3	1
AC114812.3	3	0	0	1	5	2	2	1	0	0
DNAJB3	0	5	3	0	5	8	5	20	10	7
UGT1A2P	0	0	0	0	7	6	0	0	0	0
AC114812.4	3	4	3	2	7	5	1	2	1	1
AC114812.1	2	1	0	0	2	1	0	0	0	0
UGT1A1	725	1059	859	997	311	529	106	82	416	590
MROH2A	0	1	0	1	1	2	0	0	0	4
HJURP	289	244	420	405	61	137	255	267	99	76
MSL3P1	0	0	1	0	0	0	0	0	0	0
AC005538.2	0	0	0	0	0	0	0	0	0	0
TRPM8	0	0	0	1	0	2	0	0	2	0
AC005538.1	0	0	0	0	0	0	0	0	0	0
SPP2	0	0	0	0	0	0	0	0	0	0
AC006037.2	0	0	0	0	0	0	0	0	0	0
AC006037.1	0	0	0	0	0	0	0	0	0	0
AC122134.1	0	0	0	0	0	0	0	0	0	0
AC097713.2	0	0	0	0	0	0	0	0	0	0
AC097713.1	0	0	0	0	0	0	0	0	0	0
LINC01891	0	0	0	0	0	0	0	0	0	0
HSPE1P9	0	0	0	0	0	0	0	0	0	0
ARL4C	52	69	38	40	58	67	144	140	26	48
LINC01173	0	0	0	0	0	0	0	0	0	0
AC104394.1	0	0	0	0	0	0	0	0	0	0
AC010148.1	7	1	0	0	0	2	4	2	1	1
SH3BP4	1417	1744	1222	1260	397	480	1227	1004	657	779
AC114814.1	0	0	0	0	0	0	0	0	0	0
AC114814.2	0	0	0	0	0	0	0	0	0	0
AC114814.3	0	0	0	0	0	0	0	0	0	0
AGAP1	1757	1880	1603	1943	595	618	1825	1581	1369	1665
AGAP1-IT1	18	9	13	15	11	23	10	2	3	2
AC064874.1	0	0	0	0	1	0	1	0	2	0
TMSB10P1	0	0	0	0	2	0	1	0	2	0
RNU7-127P	0	0	0	0	0	0	0	0	0	0
RN7SL204P	0	0	0	0	0	0	0	0	0	0
GBX2	0	0	0	0	0	0	0	0	0	0
AC019068.1	0	0	0	0	0	0	0	0	0	0
ASB18	0	0	0	0	0	0	0	0	0	0
RNU1-31P	0	0	0	0	0	0	0	0	0	0
IQCA1	0	0	0	0	0	0	0	0	0	0
AC093915.1	0	0	0	0	0	0	0	0	0	0
IQCA1-AS1	0	0	0	0	0	0	0	2	0	0
RPL3P5	0	0	0	0	0	0	0	0	0	0
ACKR3	0	25	0	0	0	0	0	0	0	0
AC084030.1	0	0	0	0	0	0	0	0	0	0
RNU6-1051P	0	0	0	0	2	0	0	0	0	0
AC105760.1	0	0	0	0	0	1	0	0	0	0
AC105760.2	3	5	4	2	4	1	2	1	2	0
COPS8	343	321	423	372	1356	1148	442	434	369	405
AC107079.1	0	0	0	0	2	0	0	0	0	0
AC112715.1	0	0	0	0	1	0	0	0	0	0
COL6A3	0	2	5	0	0	0	0	1	1	12
AC112721.1	0	0	0	0	0	0	0	0	0	0
AC112721.2	0	0	0	0	0	0	0	0	0	0
MLPH	1080	847	714	519	851	380	1245	1078	644	431
MIR6811	0	0	0	0	0	0	0	0	0	0
RNU6-1140P	0	0	0	0	0	0	0	0	0	0
PRLH	0	0	0	0	0	0	0	0	0	0
RAB17	127	300	115	160	130	375	484	584	200	614
AC104667.2	9	15	3	19	3	22	13	23	28	34
AC104667.1	0	0	0	0	0	0	0	0	0	0
LRRFIP1	5152	5074	4535	4268	3418	3168	4861	4642	4866	4957
RBM44	8	7	15	5	15	6	17	21	10	9
RAMP1	74	62	65	58	215	262	101	85	65	55
RF00157	0	0	0	3	4	0	0	0	0	0
UBE2F	207	159	166	169	220	172	178	150	109	144
