Geneid	Ctrl_1	Ctrl_2	Satb2_KO1	Satb2_KO2	Mta2_KO1	Mta2_KO2	Chd4_KO1	Chd4_KO2	Gatad2_KO1	Gatad2_KO2	Smarcd2_KO1	Smarcd2_KO2	Smarca4_KO1	Smarca4_KO2	Smarca5_KO1	Smarca5_KO2	Ctbp2_KO1	Ctbp2_KO2
Gm37367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pappa2	14	42	109	34	0	0	6	29	25	13	7	10	20	14	14	21	19	21
1600012P17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930562F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4953	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	5
Gm7430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cop1	1883	2155	1401	1217	1181	1272	1116	2181	1394	1521	2247	1953	1929	2376	1842	1931	1922	1761
Gm37115	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5
Gm37088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Scarna3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1843b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnr	7	3	29	14	7	0	3	0	0	11	11	4	39	34	7	8	16	15
Gm37731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930523C07Rik	97	63	139	79	75	89	146	104	122	76	41	38	111	104	80	86	71	94
4930562F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnn	0	1	14	1	0	0	0	0	0	1	1	6	0	1	0	0	0	0
Mrps14	253	303	441	352	559	499	606	433	312	270	300	412	228	305	363	326	297	367
Cacybp	319	547	322	157	402	285	431	287	234	176	789	822	277	393	560	600	481	417
4933417C20Rik	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	2	0
Rabgap1l	899	1019	786	605	541	438	505	1062	698	666	1208	1058	984	1213	1031	1009	959	907
Gm36975	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
Mir1927	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430087J23Rik	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
Gm37529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
Gm37212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm37215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm38302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
6720464F23Rik	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
Gm23528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Gm38329	0	5	0	1	1	0	0	0	0	0	4	3	7	8	7	5	2	5
Gm38126	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
Gm37083	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm38060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6177	0	2	0	6	7	0	1	21	0	15	0	4	1	3	0	0	0	0
Rc3h1	1247	1487	1459	1071	841	1065	884	1705	1649	1347	1959	1635	1470	1782	1542	1483	1548	1430
Gm37052	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
Gm37809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37653	1	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	1	0
Serpinc1	7	1	6	4	2	0	19	14	7	15	4	5	11	4	8	1	7	2
Gm37729	2	0	0	0	0	0	0	10	0	0	2	0	0	1	0	0	0	0
Gm37072	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0
Zbtb37	148	132	69	87	92	122	61	181	58	106	258	337	164	185	166	163	177	138
Gm37362	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3
Gas5	470	483	417	514	1213	636	474	582	580	597	660	1166	396	466	660	663	480	418
Gm26224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir5117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dars2	233	342	288	258	435	275	295	406	259	418	384	501	269	340	355	407	284	310
Gm37634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpl	81	92	26	32	86	15	64	114	33	85	89	130	80	69	121	96	66	80
Klhl20	217	187	213	156	259	272	269	349	295	179	321	400	236	288	283	266	291	247
Ankrd45	2	1	0	0	0	0	0	0	0	0	3	4	1	2	0	0	0	0
Tex50	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
Gm6185	2	3	0	0	4	2	0	12	17	2	13	3	4	5	1	11	8	1
Prdx6	32236	29196	23688	25911	48042	35487	50040	42442	53522	50212	32169	41721	39643	38680	33774	31401	31818	33185
Gm19057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf4	0	0	0	0	1	0	0	0	2	0	0	2	0	0	7	5	0	0
Tnfsf18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15429	19	25	37	35	31	11	23	29	17	43	24	18	20	23	18	14	25	13
Gm5049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fasl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37357	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Suco	706	812	652	379	304	394	382	918	359	477	801	775	884	1063	719	693	716	675
Gm7496	0	0	0	0	0	0	8	0	0	5	0	0	0	3	3	0	0	0
Gm31925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930558K02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigc	340	442	305	290	385	298	437	359	449	376	313	305	379	404	317	415	315	324
Gm38304	0	3	0	3	0	0	0	0	0	4	0	0	1	0	7	0	0	0
Dnm3	252	241	112	123	151	107	267	200	192	228	83	104	235	311	185	222	234	216
2810442N19Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	2	3
Gm37767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dnm3os	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir199a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl13	28	49	109	98	202	243	156	143	88	51	205	214	39	56	93	109	90	84
Vamp4	656	585	235	196	259	223	483	614	373	396	363	430	625	649	570	483	526	478
Gm5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myoc	0	1	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Myocos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrc2c	1211	1476	2283	2290	2406	1898	1556	2649	2180	2167	3899	2663	1429	1780	1700	1881	2068	1608
Gm27616	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0
Fmo4	23	27	91	37	10	12	9	40	1	30	29	12	25	29	30	13	12	17
Fmo1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3
Fmo2	3	4	10	11	4	0	0	11	0	10	8	13	1	2	6	3	7	3
Fmo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrx1	2	1	0	0	0	0	0	0	1	0	0	0	2	6	0	2	1	1
Gm20471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37644	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gorab	325	317	198	152	206	223	262	258	280	258	216	250	271	316	282	279	275	333
Gm24940	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1
Gm29500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps1	0	2	0	14	8	13	7	29	3	2	3	3	0	3	10	0	1	3
Mettl11b	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm2343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kifap3	192	189	120	100	130	103	150	328	184	100	327	322	235	272	245	179	189	139
Scyl3	393	423	732	593	518	366	562	748	464	513	504	514	462	548	453	461	440	428
BC055324	16	33	23	20	58	24	25	17	32	8	81	137	10	29	29	32	37	30
Mettl18	34	37	23	6	25	15	23	24	27	23	46	69	9	16	40	36	30	36
Gm37119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sele	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F5	3	3	8	0	5	12	11	0	9	4	16	7	4	15	3	2	11	1
Gm16588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc19a2	550	564	745	690	880	846	803	868	853	706	866	1148	661	734	607	656	528	592
Ccdc181	155	134	120	91	114	155	137	111	152	225	220	184	158	236	130	112	135	126
Blzf1	263	281	211	164	258	265	207	421	265	249	405	335	334	358	292	305	315	267
Nme7	159	174	142	119	251	177	243	270	251	204	182	220	126	211	135	143	147	153
Gm37411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Atp1b1	24312	27094	29296	26908	19052	18111	27074	27036	28326	24418	20899	20777	28239	30939	23019	20799	26124	23196
Gm32391	37	42	22	21	29	49	44	78	20	12	26	45	50	48	43	36	34	25
Gm37732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26685	0	2	0	0	0	0	0	12	0	0	0	0	1	0	0	1	2	0
D630023O14Rik	4	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	0	1
Gm37754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37184	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36945	6	8	4	5	2	0	0	7	0	6	0	1	3	3	9	7	2	9
Dpt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32569	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm20743	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm37403	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0
Xcl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930568G15Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Sft2d2	8137	8653	13403	11438	10088	9363	11748	14478	15697	13119	7806	7592	9477	10632	8416	8640	7931	8284
Tiprl	707	765	583	455	513	532	683	1153	651	646	620	791	760	842	713	696	710	686
Gm38190	10	6	0	6	7	9	3	7	0	4	14	8	9	6	14	19	4	14
Gpr161	0	4	8	1	7	7	3	0	0	1	0	4	3	3	6	1	2	0
Dcaf6	609	662	939	758	718	687	716	803	902	873	690	763	688	697	575	586	585	487
Gm38368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Gm37864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpc2	965	1011	924	1164	1277	1334	2206	1141	1316	1151	544	743	830	910	1042	976	713	917
Gm37860	2	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	5	0
Adcy10	0	2	0	0	0	0	0	0	0	2	3	1	0	0	4	1	0	0
Gm18186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl1	168	185	312	392	401	334	334	337	225	220	275	390	119	162	188	203	130	143
Gm37559	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Rcsd1	1	0	0	5	0	0	6	0	0	0	0	2	1	0	1	0	0	0
Gm44458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creg1	896	1000	355	437	465	596	1321	1033	877	595	508	578	968	904	845	697	834	907
Gm36972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd247	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
Gm23402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou2f1	238	291	477	312	259	344	260	461	384	388	429	338	283	298	244	270	330	274
Gm17976	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7626	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm37923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp27	0	0	5	0	12	0	0	0	6	0	4	2	2	1	0	2	1	0
Gpa33	15030	15950	21495	21266	18665	17341	28783	22262	28874	24341	11960	11598	18772	19597	13028	12687	12972	13329
Mael	9	12	0	0	0	0	0	0	0	0	3	12	18	20	21	20	26	12
Ildr2	5	2	0	0	7	8	0	0	0	0	5	3	14	2	5	0	1	4
5330438I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15853	3	0	0	4	0	0	9	0	0	0	2	3	0	6	1	2	1	1
Tada1	91	120	228	125	165	100	257	141	197	154	146	162	130	176	110	136	145	123
Pogk	108	135	118	134	162	155	168	271	148	142	192	166	103	81	128	162	136	126
Gm16418	35	24	9	17	27	21	66	16	5	34	3	32	13	21	18	12	15	14
Gm33354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4847	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Fmo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6286	1	2	16	2	5	13	13	3	2	0	4	1	1	1	6	7	6	0
Gm16701	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Fam78b	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Gm17868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uck2	293	398	986	935	1912	1798	1118	878	679	621	1253	1166	277	396	803	701	645	519
Gm37982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Gm2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmco1	1105	1109	1382	820	1007	1090	1863	1177	1644	648	904	988	837	1131	1013	983	928	922
Gm25911	7	4	5	20	17	58	43	12	51	9	3	4	7	5	15	5	16	18
Gm24182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh9a1	2177	2307	4065	3627	3845	3284	4599	3621	4222	3161	2450	2560	2395	2636	2516	2275	2257	2210
Mgst3	7366	7400	9303	10624	9045	8480	17546	8442	11630	9719	3087	4418	6616	7697	6725	7062	5692	5887
Lrrc52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxrg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmx1a	7	19	0	7	0	0	11	0	0	10	2	1	8	15	5	12	8	15
Gm20711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pbx1	1497	1666	2113	1726	1735	2019	1931	2482	2489	1983	1533	1470	1710	2005	1689	1735	1686	1595
Gm37524	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0
Gm38381	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Mir6348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5265	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Nuf2	16	26	14	3	62	49	0	46	8	3	189	189	18	28	74	53	57	41
Gm18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs5	0	1	0	0	0	0	18	8	2	1	0	1	0	0	2	1	1	0
Rgs4	5	11	28	26	6	0	7	27	6	25	1	5	25	20	10	13	8	9
Gm22114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc190	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Gm15852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b7	2208	2363	3875	3018	3288	3841	3109	4274	4235	2934	2967	3273	2771	3067	2078	2245	2002	2032
3110045C21Rik	31	22	19	7	23	8	12	41	2	9	35	74	19	25	29	33	21	26
Ddr2	0	4	0	2	0	0	0	3	0	3	0	0	0	3	0	3	0	2
Uap1	2969	3407	2341	2134	3532	2886	3209	3941	3411	3169	2591	3329	3658	3862	3214	2946	3070	2882
Gm37748	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Gm37502	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
Uhmk1	3669	4787	3899	2323	2683	2735	2995	9470	5371	3873	5668	4962	5576	6138	4791	4756	4840	4863
4930500M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Sh2d1b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6345	0	0	0	0	0	0	0	0	0	0	0	5	0	3	3	1	0	0
Sh2d1b1	1	0	0	3	2	0	0	0	0	0	0	0	1	1	9	2	2	1
Gm7694	366	412	388	512	372	218	497	481	547	625	259	246	534	513	298	316	373	330
Nos1ap	185	236	339	364	229	224	302	307	381	457	122	112	259	285	123	156	207	147
Spata46	5	1	6	3	6	0	0	35	0	4	5	2	1	14	4	2	0	3
Gm7299	1	3	0	2	1	1	0	1	0	1	3	3	1	5	0	0	0	0
Olfml2b	3	4	0	1	0	0	0	0	12	0	0	1	0	0	3	2	2	1
Atf6	986	1282	1934	1865	1448	1199	1321	2122	1623	1480	1313	1106	1259	1428	1209	1098	1260	1077
Gm23523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm25235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9929	0	0	0	0	0	6	0	0	0	0	8	2	1	12	5	3	5	0
Dusp12	43	100	79	81	141	139	90	93	46	37	130	230	67	80	92	148	100	97
Gm26620	0	0	0	1	1	0	0	0	0	0	2	1	4	1	0	2	4	2
Fcrlb	0	0	0	6	0	0	0	0	1	0	4	0	2	0	0	1	0	0
Fcrla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
Gm2962	15	21	1	0	0	0	0	0	0	1	11	31	21	22	10	17	14	17
Gm37030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcgr2b	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2
Gm38204	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0
Gm10522	57	86	47	41	27	22	62	32	16	21	14	18	80	112	69	88	90	103
Fcgr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcgr3	0	0	0	0	0	0	4	8	0	0	3	1	2	0	0	3	0	0
Mir6546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap126	30	26	51	45	43	8	31	34	43	49	33	49	25	37	25	21	15	31
Sdhc	3850	4276	5689	5307	6402	4922	8662	5722	8162	5731	3684	4461	4156	4543	3884	3891	3477	3413
Mpz	0	4	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0
Pcp4l1	2	0	0	0	0	0	0	0	0	0	2	0	4	0	1	0	0	2
Nr1i3	10	15	34	21	30	39	23	27	33	29	7	36	16	13	17	9	7	13
Tomm40l	114	120	304	307	334	307	332	159	332	232	111	219	128	105	167	161	101	122
Apoa2	15	13	21	12	16	23	26	30	30	15	7	7	3	12	13	8	19	8
Fcer1g	1	2	0	0	4	9	0	0	0	0	2	2	4	3	0	0	0	0
Ndufs2	4235	4519	7368	6946	9036	7668	9453	7221	9444	8317	4644	5292	4603	5051	4817	4585	4105	3928
Adamts4	3	1	2	3	31	15	0	3	0	6	1	4	2	5	4	1	0	2
B4galt3	258	218	415	375	467	507	549	419	367	339	276	375	301	299	287	313	287	255
Ppox	140	139	186	342	331	205	380	247	128	253	186	292	167	190	279	185	150	141
Usp21	317	284	375	475	571	597	525	450	569	500	316	371	327	319	352	335	277	253
Ufc1	814	973	1385	1213	1697	1424	1899	1040	1572	1213	751	1059	938	969	979	1155	908	966
Rpl27-ps1	24	21	26	13	19	54	6	53	35	9	11	8	10	9	7	7	5	12
Gm25151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20045	3	6	9	0	7	6	3	14	2	0	15	15	19	18	18	17	31	6
Dedd	137	113	171	105	168	142	203	177	169	176	178	184	134	141	132	117	120	102
Nit1	799	866	1564	1557	1653	1494	1541	882	1500	1224	619	859	823	944	890	862	724	742
Pfdn2	139	237	264	259	432	397	401	218	236	190	185	338	204	186	299	278	197	242
Gm37154	2	0	0	0	0	0	11	0	0	0	1	4	0	6	2	5	5	1
Klhdc9	0	0	0	0	0	10	0	0	0	0	3	0	1	0	1	0	2	0
Gm37097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nectin4	22	6	58	26	138	186	221	160	93	109	19	23	11	18	42	16	10	17
Arhgap30	0	0	0	0	0	0	9	14	0	0	0	6	0	0	0	2	0	0
Usf1	615	565	823	1049	1282	1332	1670	745	1007	1125	583	684	605	709	697	588	634	569
Tstd1	981	1146	1306	1257	2365	1313	2927	1174	2208	1720	688	1290	954	1154	1027	1155	1164	1343
Gm26641	7	3	1	11	13	0	8	0	5	9	8	23	3	4	20	18	20	16
F11r	6431	6824	11533	10816	12123	9601	11821	8838	11767	9525	5755	7236	6851	7946	6724	6668	6869	6638
B930036N10Rik	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3
Gm24871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alyref2	21	18	20	19	30	34	17	29	0	38	18	47	21	24	27	13	16	28
Gm9765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itln1	14	10	55	58	0	1	51	1	21	29	11	7	19	33	13	22	14	22
Gm37450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd244a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
